Time,CO2,Temp,Humidity
7:19:56,638,20,61
7:21:56,697,20.2,57
7:23:56,735,20.4,56
7:25:56,741,20.4,55
7:27:56,743,20.5,55
7:29:56,787,20.5,55
7:31:56,812,20.6,55
7:33:56,833,20.6,55
7:35:56,862,20.7,54
7:37:56,890,20.8,54
7:39:56,884,20.8,54
7:41:56,884,20.8,54
7:43:56,904,20.8,54
7:45:56,906,20.8,54
7:47:56,899,20.8,54
7:49:56,914,20.8,53
7:51:56,907,20.9,53
7:53:56,939,20.8,53
7:55:56,939,20.9,53
7:57:56,932,20.9,53
7:59:56,936,20.9,53
8:01:56,936,20.9,53
8:03:56,944,20.9,53
8:05:56,943,20.9,53
8:07:56,955,20.9,53
8:09:56,960,20.9,53
8:11:56,963,20.9,54
8:13:56,972,20.9,53
8:15:56,957,20.9,53
8:17:56,983,20.9,53
8:19:56,985,20.9,54
8:21:56,1101,21,55
8:23:56,1171,21.2,55
8:25:56,1118,21.3,55
8:27:56,1103,21.4,55
8:29:56,1114,21.5,54
8:31:56,1118,21.6,54
8:33:56,1115,21.7,54
8:35:56,1098,21.8,54
8:37:56,1088,21.8,54
8:39:56,1079,21.9,54
8:41:56,1102,22,54
8:43:56,1080,22,54
8:45:56,1091,22.1,53
8:47:56,1098,22.1,53
8:49:56,1090,22.2,53
8:51:56,1093,22.2,53
8:53:56,1094,22.3,53
8:55:56,1114,22.4,53
8:57:56,1120,22.4,53
8:59:56,1116,22.4,53
9:01:56,1107,22.5,53
9:03:56,1087,22.5,53
9:05:56,1088,22.5,52
9:07:56,1088,22.6,52
9:09:56,1073,22.6,52
9:11:56,1092,22.7,52
9:13:56,1088,22.7,52
9:15:56,1100,22.7,52
9:17:56,1099,22.8,52
9:19:56,1083,22.8,52
9:21:56,1091,22.8,51
9:23:56,1122,22.7,51
9:25:56,1113,22.7,51
9:27:56,1094,22.7,51
9:29:56,1114,22.7,51
9:31:56,1132,22.7,51
9:33:56,1112,22.7,51
9:35:56,1107,22.7,51
9:37:56,1113,22.7,51
9:39:56,1104,22.7,51
9:41:56,1100,22.7,51
9:43:56,1091,22.6,51
9:45:56,1099,22.6,51
9:47:56,1093,22.6,51
9:49:56,1102,22.6,51
9:51:56,1111,22.6,51
9:53:56,1114,22.6,51
9:55:56,1105,22.6,51
9:57:56,1106,22.6,51
9:59:56,1114,22.6,51
10:01:56,1103,22.6,51
10:03:56,1078,22.6,51
10:05:56,1075,22.6,51
10:07:56,1087,22.6,51
10:09:56,1142,22.6,51
10:11:56,1141,22.6,51
10:13:56,1149,22.6,51
10:15:56,1148,22.6,51
10:17:56,1138,22.5,51
10:19:56,1165,22.5,51
10:21:56,1153,22.5,51
10:23:56,1161,22.5,51
10:25:56,1159,22.5,51
10:27:56,1157,22.4,51
10:29:56,1160,22.4,51
10:31:56,1172,22.4,51
10:33:56,1173,22.4,51
10:35:56,1175,22.4,51
10:37:56,1167,22.4,51
10:39:56,1170,22.4,51
10:41:56,1161,22.4,51
10:43:56,1173,22.4,51
10:45:56,1187,22.4,51
10:47:56,1176,22.4,51
10:49:56,1165,22.4,51
10:51:56,1162,22.4,51
10:53:56,1182,22.4,51
10:55:56,1178,22.4,51
10:57:56,1169,22.4,52
10:59:56,1177,22.4,52
11:01:56,1167,22.4,51
11:03:56,1236,22.4,52
11:05:56,1232,22.5,52
11:07:56,1223,22.6,52
11:09:56,1218,22.6,52
11:11:56,1195,22.6,52
11:13:56,1180,22.6,52
11:15:56,1182,22.6,52
11:17:56,1167,22.6,52
11:19:56,1175,22.6,52
11:21:56,1149,22.6,52
11:23:56,1150,22.7,52
11:25:56,1135,22.7,52
11:27:56,1136,22.7,52
11:29:56,1125,22.8,52
11:31:56,1133,22.8,52
11:33:56,1141,22.8,52
11:35:56,1146,22.8,51
11:37:56,1120,22.8,51
